source,periodType,date,instrument,period,price,ws
OCEAN,Months,2025-06-30,TD22,2027-11-01,24.4444,6.6
OCEAN,Months,2025-06-30,TD22,2027-12-01,24.4444,6.6
OCEAN,Months,2025-06-30,TD25,2026-07-01,22.67,105.3
OCEAN,Months,2025-06-30,TD25,2026-08-01,22.67,105.3
OCEAN,Months,2025-06-30,TD25,2026-09-01,22.67,105.3
OCEAN,Months,2025-06-30,TD25,2026-10-01,22.67,105.3
OCEAN,Months,2025-06-30,TD25,2026-11-01,22.67,105.3
OCEAN,Months,2025-06-30,TD25,2026-12-01,22.67,105.3
OCEAN,Months,2025-06-30,TD25,2027-01-01,22.02,102.28
OCEAN,Months,2025-06-30,TD25,2027-02-01,22.02,102.28
OCEAN,Months,2025-06-30,TD25,2027-03-01,22.02,102.28
OCEAN,Months,2025-06-30,TD25,2027-04-01,22.02,102.28
OCEAN,Months,2025-06-30,TD25,2027-05-01,22.02,102.28
OCEAN,Months,2025-06-30,TD25,2027-06-01,22.02,102.28
OCEAN,Months,2025-06-30,TD25,2027-07-01,22.02,102.28
OCEAN,Months,2025-06-30,TD25,2027-08-01,22.02,102.28
OCEAN,Months,2025-06-30,TD25,2027-09-01,22.02,102.28
OCEAN,Months,2025-06-30,TD25,2027-10-01,22.02,102.28
OCEAN,Months,2025-06-30,TD25,2027-11-01,22.02,102.28
OCEAN,Months,2025-06-30,TD25,2027-12-01,22.02,102.28
OCEAN,Spot,2025-07-01,TD3C,2025-07-01,10.5484,48.9
OCEAN,Balmo,2025-07-01,TD3C,2025-07-01,10.58,49.0
OCEAN,Months,2025-07-01,TD3C,2025-07-01,10.57,49.0
OCEAN,Months,2025-07-01,TD3C,2025-08-01,10.79,50.0
OCEAN,Months,2025-07-01,TD3C,2025-09-01,11.65,54.0
OCEAN,Spot,2025-07-01,TD20,2025-07-01,14.5291,85.56
OCEAN,Balmo,2025-07-01,TD20,2025-07-01,13.45,79.22
OCEAN,Months,2025-07-01,TD20,2025-07-01,13.5,79.5
OCEAN,Months,2025-07-01,TD20,2025-08-01,12.14,71.5
OCEAN,Months,2025-07-01,TD20,2025-09-01,12.57,74.0
OCEAN,Spot,2025-07-01,TD22,2025-07-01,26.67,7.2
OCEAN,Balmo,2025-07-01,TD22,2025-07-01,27.2487,7.3571
OCEAN,Months,2025-07-01,TD22,2025-07-01,27.2222,7.35
OCEAN,Months,2025-07-01,TD22,2025-08-01,26.2963,7.1
OCEAN,Months,2025-07-01,TD22,2025-09-01,25.9259,7.0
OCEAN,Spot,2025-07-01,TD25,2025-07-01,28.19,130.93
OCEAN,Balmo,2025-07-01,TD25,2025-07-01,27.06,125.69
OCEAN,Months,2025-07-01,TD25,2025-07-01,27.11,125.93
OCEAN,Months,2025-07-01,TD25,2025-08-01,24.74,114.93
OCEAN,Months,2025-07-01,TD25,2025-09-01,24.31,112.93
OCEAN,Months,2025-07-01,TD3C,2025-10-01,12.95,60.0
OCEAN,Months,2025-07-01,TD3C,2025-11-01,12.95,60.0
OCEAN,Months,2025-07-01,TD3C,2025-12-01,12.95,60.0
OCEAN,Months,2025-07-01,TD3C,2026-01-01,12.35,57.23
OCEAN,Months,2025-07-01,TD3C,2026-02-01,12.35,57.23
OCEAN,Months,2025-07-01,TD3C,2026-03-01,12.35,57.23
OCEAN,Months,2025-07-01,TD3C,2026-04-01,11.5,53.29
OCEAN,Months,2025-07-01,TD3C,2026-05-01,11.5,53.29
OCEAN,Months,2025-07-01,TD3C,2026-06-01,11.5,53.29
OCEAN,Months,2025-07-01,TD20,2025-10-01,14.43,85.0
OCEAN,Months,2025-07-01,TD20,2025-11-01,14.43,85.0
OCEAN,Months,2025-07-01,TD20,2025-12-01,14.43,85.0
OCEAN,Months,2025-07-01,TD20,2026-01-01,13.75,80.98
OCEAN,Months,2025-07-01,TD20,2026-02-01,13.75,80.98
OCEAN,Months,2025-07-01,TD20,2026-03-01,13.75,80.98
OCEAN,Months,2025-07-01,TD20,2026-04-01,11.45,67.43
OCEAN,Months,2025-07-01,TD20,2026-05-01,11.45,67.43
OCEAN,Months,2025-07-01,TD20,2026-06-01,11.45,67.43
OCEAN,Months,2025-07-01,TD22,2025-10-01,29.6296,8.0
OCEAN,Months,2025-07-01,TD22,2025-11-01,29.6296,8.0
OCEAN,Months,2025-07-01,TD22,2025-12-01,29.6296,8.0
OCEAN,Months,2025-07-01,TD22,2026-01-01,26.8519,7.25
OCEAN,Months,2025-07-01,TD22,2026-02-01,26.8519,7.25
OCEAN,Months,2025-07-01,TD22,2026-03-01,26.8519,7.25
OCEAN,Months,2025-07-01,TD22,2026-04-01,25.5556,6.9
OCEAN,Months,2025-07-01,TD22,2026-05-01,25.5556,6.9
OCEAN,Months,2025-07-01,TD22,2026-06-01,25.5556,6.9
OCEAN,Months,2025-07-01,TD25,2025-10-01,27.22,126.43
OCEAN,Months,2025-07-01,TD25,2025-11-01,27.22,126.43
OCEAN,Months,2025-07-01,TD25,2025-12-01,27.22,126.43
OCEAN,Months,2025-07-01,TD25,2026-01-01,24.21,112.45
OCEAN,Months,2025-07-01,TD25,2026-02-01,24.21,112.45
OCEAN,Months,2025-07-01,TD25,2026-03-01,24.21,112.45
OCEAN,Months,2025-07-01,TD25,2026-04-01,22.56,104.78
OCEAN,Months,2025-07-01,TD25,2026-05-01,22.56,104.78
OCEAN,Months,2025-07-01,TD25,2026-06-01,22.56,104.78
OCEAN,Months,2025-07-01,TD3C,2026-07-01,11.3,52.36
OCEAN,Months,2025-07-01,TD3C,2026-08-01,11.3,52.36
OCEAN,Months,2025-07-01,TD3C,2026-09-01,11.3,52.36
OCEAN,Months,2025-07-01,TD3C,2026-10-01,11.3,52.36
OCEAN,Months,2025-07-01,TD3C,2026-11-01,11.3,52.36
OCEAN,Months,2025-07-01,TD3C,2026-12-01,11.3,52.36
OCEAN,Months,2025-07-01,TD3C,2027-01-01,10.6,49.12
OCEAN,Months,2025-07-01,TD3C,2027-02-01,10.6,49.12
OCEAN,Months,2025-07-01,TD3C,2027-03-01,10.6,49.12
OCEAN,Months,2025-07-01,TD3C,2027-04-01,10.6,49.12
OCEAN,Months,2025-07-01,TD3C,2027-05-01,10.6,49.12
OCEAN,Months,2025-07-01,TD3C,2027-06-01,10.6,49.12
OCEAN,Months,2025-07-01,TD3C,2027-07-01,10.6,49.12
OCEAN,Months,2025-07-01,TD3C,2027-08-01,10.6,49.12
OCEAN,Months,2025-07-01,TD3C,2027-09-01,10.6,49.12
OCEAN,Months,2025-07-01,TD3C,2027-10-01,10.6,49.12
OCEAN,Months,2025-07-01,TD3C,2027-11-01,10.6,49.12
OCEAN,Months,2025-07-01,TD3C,2027-12-01,10.6,49.12
OCEAN,Months,2025-07-01,TD20,2026-07-01,11.6,68.32
OCEAN,Months,2025-07-01,TD20,2026-08-01,11.6,68.32
OCEAN,Months,2025-07-01,TD20,2026-09-01,11.6,68.32
OCEAN,Months,2025-07-01,TD20,2026-10-01,11.6,68.32
OCEAN,Months,2025-07-01,TD20,2026-11-01,11.6,68.32
OCEAN,Months,2025-07-01,TD20,2026-12-01,11.6,68.32
OCEAN,Months,2025-07-01,TD20,2027-01-01,11.0,64.78
OCEAN,Months,2025-07-01,TD20,2027-02-01,11.0,64.78
OCEAN,Months,2025-07-01,TD20,2027-03-01,11.0,64.78
OCEAN,Months,2025-07-01,TD20,2027-04-01,11.0,64.78
OCEAN,Months,2025-07-01,TD20,2027-05-01,11.0,64.78
OCEAN,Months,2025-07-01,TD20,2027-06-01,11.0,64.78
OCEAN,Months,2025-07-01,TD20,2027-07-01,11.0,64.78
OCEAN,Months,2025-07-01,TD20,2027-08-01,11.0,64.78
OCEAN,Months,2025-07-01,TD20,2027-09-01,11.0,64.78
OCEAN,Months,2025-07-01,TD20,2027-10-01,11.0,64.78
OCEAN,Months,2025-07-01,TD20,2027-11-01,11.0,64.78
OCEAN,Months,2025-07-01,TD20,2027-12-01,11.0,64.78
OCEAN,Months,2025-07-01,TD22,2026-07-01,25.9259,7.0
OCEAN,Months,2025-07-01,TD22,2026-08-01,25.9259,7.0
OCEAN,Months,2025-07-01,TD22,2026-09-01,25.9259,7.0
OCEAN,Months,2025-07-01,TD22,2026-10-01,25.9259,7.0
OCEAN,Months,2025-07-01,TD22,2026-11-01,25.9259,7.0
OCEAN,Months,2025-07-01,TD22,2026-12-01,25.9259,7.0
OCEAN,Months,2025-07-01,TD22,2027-01-01,24.4444,6.6
OCEAN,Months,2025-07-01,TD22,2027-02-01,24.4444,6.6
OCEAN,Months,2025-07-01,TD22,2027-03-01,24.4444,6.6
OCEAN,Months,2025-07-01,TD22,2027-04-01,24.4444,6.6
OCEAN,Months,2025-07-01,TD22,2027-05-01,24.4444,6.6
OCEAN,Months,2025-07-01,TD22,2027-06-01,24.4444,6.6
OCEAN,Months,2025-07-01,TD22,2027-07-01,24.4444,6.6
OCEAN,Months,2025-07-01,TD22,2027-08-01,24.4444,6.6
OCEAN,Months,2025-07-01,TD22,2027-09-01,24.4444,6.6
OCEAN,Months,2025-07-01,TD22,2027-10-01,24.4444,6.6
OCEAN,Months,2025-07-01,TD22,2027-11-01,24.4444,6.6
OCEAN,Months,2025-07-01,TD22,2027-12-01,24.4444,6.6
OCEAN,Months,2025-07-01,TD25,2026-07-01,22.61,105.02
OCEAN,Months,2025-07-01,TD25,2026-08-01,22.61,105.02
OCEAN,Months,2025-07-01,TD25,2026-09-01,22.61,105.02
OCEAN,Months,2025-07-01,TD25,2026-10-01,22.61,105.02
OCEAN,Months,2025-07-01,TD25,2026-11-01,22.61,105.02
OCEAN,Months,2025-07-01,TD25,2026-12-01,22.61,105.02
OCEAN,Months,2025-07-01,TD25,2027-01-01,21.96,102.0
OCEAN,Months,2025-07-01,TD25,2027-02-01,21.96,102.0
OCEAN,Months,2025-07-01,TD25,2027-03-01,21.96,102.0
OCEAN,Months,2025-07-01,TD25,2027-04-01,21.96,102.0
OCEAN,Months,2025-07-01,TD25,2027-05-01,21.96,102.0
OCEAN,Months,2025-07-01,TD25,2027-06-01,21.96,102.0
OCEAN,Months,2025-07-01,TD25,2027-07-01,21.96,102.0
OCEAN,Months,2025-07-01,TD25,2027-08-01,21.96,102.0
OCEAN,Months,2025-07-01,TD25,2027-09-01,21.96,102.0
OCEAN,Months,2025-07-01,TD25,2027-10-01,21.96,102.0
OCEAN,Months,2025-07-01,TD25,2027-11-01,21.96,102.0
OCEAN,Months,2025-07-01,TD25,2027-12-01,21.96,102.0
OCEAN,Spot,2025-07-02,TD3C,2025-07-01,10.4463,48.4
OCEAN,Balmo,2025-07-02,TD3C,2025-07-01,10.35,47.94
OCEAN,Months,2025-07-02,TD3C,2025-07-01,10.36,48.0
OCEAN,Months,2025-07-02,TD3C,2025-08-01,11.01,51.0
OCEAN,Months,2025-07-02,TD3C,2025-09-01,11.87,55.0
OCEAN,Spot,2025-07-02,TD20,2025-07-01,14.3306,84.39
OCEAN,Balmo,2025-07-02,TD20,2025-07-01,13.6,80.07
OCEAN,Months,2025-07-02,TD20,2025-07-01,13.67,80.5
OCEAN,Months,2025-07-02,TD20,2025-08-01,12.23,72.0
OCEAN,Months,2025-07-02,TD20,2025-09-01,12.4,73.0
OCEAN,Spot,2025-07-02,TD22,2025-07-01,26.3,7.1
OCEAN,Balmo,2025-07-02,TD22,2025-07-01,27.2963,7.37
OCEAN,Months,2025-07-02,TD22,2025-07-01,27.2222,7.35
OCEAN,Months,2025-07-02,TD22,2025-08-01,26.2963,7.1
OCEAN,Months,2025-07-02,TD22,2025-09-01,25.9259,7.0
OCEAN,Spot,2025-07-02,TD25,2025-07-01,28.7,133.3
OCEAN,Balmo,2025-07-02,TD25,2025-07-01,27.19,126.27
OCEAN,Months,2025-07-02,TD25,2025-07-01,27.3,126.8
OCEAN,Months,2025-07-02,TD25,2025-08-01,25.36,117.8
OCEAN,Months,2025-07-02,TD25,2025-09-01,24.72,114.8
OCEAN,Months,2025-07-02,TD3C,2025-10-01,12.95,60.0
OCEAN,Months,2025-07-02,TD3C,2025-11-01,12.95,60.0
OCEAN,Months,2025-07-02,TD3C,2025-12-01,12.95,60.0
OCEAN,Months,2025-07-02,TD3C,2026-01-01,12.35,57.23
OCEAN,Months,2025-07-02,TD3C,2026-02-01,12.35,57.23
OCEAN,Months,2025-07-02,TD3C,2026-03-01,12.35,57.23
OCEAN,Months,2025-07-02,TD3C,2026-04-01,11.5,53.29
OCEAN,Months,2025-07-02,TD3C,2026-05-01,11.5,53.29
OCEAN,Months,2025-07-02,TD3C,2026-06-01,11.5,53.29
OCEAN,Months,2025-07-02,TD20,2025-10-01,14.6,86.0
OCEAN,Months,2025-07-02,TD20,2025-11-01,14.6,86.0
OCEAN,Months,2025-07-02,TD20,2025-12-01,14.6,86.0
OCEAN,Months,2025-07-02,TD20,2026-01-01,13.85,81.57
OCEAN,Months,2025-07-02,TD20,2026-02-01,13.85,81.57
OCEAN,Months,2025-07-02,TD20,2026-03-01,13.85,81.57
OCEAN,Months,2025-07-02,TD20,2026-04-01,11.55,68.02
OCEAN,Months,2025-07-02,TD20,2026-05-01,11.55,68.02
OCEAN,Months,2025-07-02,TD20,2026-06-01,11.55,68.02
OCEAN,Months,2025-07-02,TD22,2025-10-01,29.6296,8.0
OCEAN,Months,2025-07-02,TD22,2025-11-01,29.6296,8.0
OCEAN,Months,2025-07-02,TD22,2025-12-01,29.6296,8.0
OCEAN,Months,2025-07-02,TD22,2026-01-01,26.8519,7.25
OCEAN,Months,2025-07-02,TD22,2026-02-01,26.8519,7.25
OCEAN,Months,2025-07-02,TD22,2026-03-01,26.8519,7.25
OCEAN,Months,2025-07-02,TD22,2026-04-01,25.5556,6.9
OCEAN,Months,2025-07-02,TD22,2026-05-01,25.5556,6.9
OCEAN,Months,2025-07-02,TD22,2026-06-01,25.5556,6.9
OCEAN,Months,2025-07-02,TD25,2025-10-01,27.68,128.55
OCEAN,Months,2025-07-02,TD25,2025-11-01,27.68,128.55
OCEAN,Months,2025-07-02,TD25,2025-12-01,27.68,128.55
OCEAN,Months,2025-07-02,TD25,2026-01-01,24.67,114.58
OCEAN,Months,2025-07-02,TD25,2026-02-01,24.67,114.58
OCEAN,Months,2025-07-02,TD25,2026-03-01,24.67,114.58
OCEAN,Months,2025-07-02,TD25,2026-04-01,22.77,105.76
OCEAN,Months,2025-07-02,TD25,2026-05-01,22.77,105.76
OCEAN,Months,2025-07-02,TD25,2026-06-01,22.77,105.76
OCEAN,Months,2025-07-02,TD3C,2026-07-01,11.3,52.36
OCEAN,Months,2025-07-02,TD3C,2026-08-01,11.3,52.36
OCEAN,Months,2025-07-02,TD3C,2026-09-01,11.3,52.36
OCEAN,Months,2025-07-02,TD3C,2026-10-01,11.3,52.36
OCEAN,Months,2025-07-02,TD3C,2026-11-01,11.3,52.36
OCEAN,Months,2025-07-02,TD3C,2026-12-01,11.3,52.36
OCEAN,Months,2025-07-02,TD3C,2027-01-01,10.6,49.12
OCEAN,Months,2025-07-02,TD3C,2027-02-01,10.6,49.12
OCEAN,Months,2025-07-02,TD3C,2027-03-01,10.6,49.12
OCEAN,Months,2025-07-02,TD3C,2027-04-01,10.6,49.12
OCEAN,Months,2025-07-02,TD3C,2027-05-01,10.6,49.12
OCEAN,Months,2025-07-02,TD3C,2027-06-01,10.6,49.12
OCEAN,Months,2025-07-02,TD3C,2027-07-01,10.6,49.12
OCEAN,Months,2025-07-02,TD3C,2027-08-01,10.6,49.12
OCEAN,Months,2025-07-02,TD3C,2027-09-01,10.6,49.12
OCEAN,Months,2025-07-02,TD3C,2027-10-01,10.6,49.12
OCEAN,Months,2025-07-02,TD3C,2027-11-01,10.6,49.12
OCEAN,Months,2025-07-02,TD3C,2027-12-01,10.6,49.12
OCEAN,Months,2025-07-02,TD20,2026-07-01,11.7,68.9
OCEAN,Months,2025-07-02,TD20,2026-08-01,11.7,68.9
OCEAN,Months,2025-07-02,TD20,2026-09-01,11.7,68.9
OCEAN,Months,2025-07-02,TD20,2026-10-01,11.7,68.9
OCEAN,Months,2025-07-02,TD20,2026-11-01,11.7,68.9
OCEAN,Months,2025-07-02,TD20,2026-12-01,11.7,68.9
OCEAN,Months,2025-07-02,TD20,2027-01-01,11.0,64.78
OCEAN,Months,2025-07-02,TD20,2027-02-01,11.0,64.78
OCEAN,Months,2025-07-02,TD20,2027-03-01,11.0,64.78
OCEAN,Months,2025-07-02,TD20,2027-04-01,11.0,64.78
OCEAN,Months,2025-07-02,TD20,2027-05-01,11.0,64.78
OCEAN,Months,2025-07-02,TD20,2027-06-01,11.0,64.78
OCEAN,Months,2025-07-02,TD20,2027-07-01,11.0,64.78
OCEAN,Months,2025-07-02,TD20,2027-08-01,11.0,64.78
OCEAN,Months,2025-07-02,TD20,2027-09-01,11.0,64.78
OCEAN,Months,2025-07-02,TD20,2027-10-01,11.0,64.78
OCEAN,Months,2025-07-02,TD20,2027-11-01,11.0,64.78
OCEAN,Months,2025-07-02,TD20,2027-12-01,11.0,64.78
OCEAN,Months,2025-07-02,TD22,2026-07-01,25.9259,7.0
OCEAN,Months,2025-07-02,TD22,2026-08-01,25.9259,7.0
OCEAN,Months,2025-07-02,TD22,2026-09-01,25.9259,7.0
OCEAN,Months,2025-07-02,TD22,2026-10-01,25.9259,7.0
OCEAN,Months,2025-07-02,TD22,2026-11-01,25.9259,7.0
OCEAN,Months,2025-07-02,TD22,2026-12-01,25.9259,7.0
OCEAN,Months,2025-07-02,TD22,2027-01-01,24.4444,6.6
OCEAN,Months,2025-07-02,TD22,2027-02-01,24.4444,6.6
OCEAN,Months,2025-07-02,TD22,2027-03-01,24.4444,6.6
OCEAN,Months,2025-07-02,TD22,2027-04-01,24.4444,6.6
OCEAN,Months,2025-07-02,TD22,2027-05-01,24.4444,6.6
OCEAN,Months,2025-07-02,TD22,2027-06-01,24.4444,6.6
OCEAN,Months,2025-07-02,TD22,2027-07-01,24.4444,6.6
OCEAN,Months,2025-07-02,TD22,2027-08-01,24.4444,6.6
OCEAN,Months,2025-07-02,TD22,2027-09-01,24.4444,6.6
OCEAN,Months,2025-07-02,TD22,2027-10-01,24.4444,6.6
OCEAN,Months,2025-07-02,TD22,2027-11-01,24.4444,6.6
OCEAN,Months,2025-07-02,TD22,2027-12-01,24.4444,6.6
OCEAN,Months,2025-07-02,TD25,2026-07-01,22.62,105.06
OCEAN,Months,2025-07-02,TD25,2026-08-01,22.62,105.06
OCEAN,Months,2025-07-02,TD25,2026-09-01,22.62,105.06
OCEAN,Months,2025-07-02,TD25,2026-10-01,22.62,105.06
OCEAN,Months,2025-07-02,TD25,2026-11-01,22.62,105.06
OCEAN,Months,2025-07-02,TD25,2026-12-01,22.62,105.06
OCEAN,Months,2025-07-02,TD25,2027-01-01,21.92,101.81
OCEAN,Months,2025-07-02,TD25,2027-02-01,21.92,101.81
OCEAN,Months,2025-07-02,TD25,2027-03-01,21.92,101.81
OCEAN,Months,2025-07-02,TD25,2027-04-01,21.92,101.81
OCEAN,Months,2025-07-02,TD25,2027-05-01,21.92,101.81
OCEAN,Months,2025-07-02,TD25,2027-06-01,21.92,101.81
OCEAN,Months,2025-07-02,TD25,2027-07-01,21.92,101.81
OCEAN,Months,2025-07-02,TD25,2027-08-01,21.92,101.81
OCEAN,Months,2025-07-02,TD25,2027-09-01,21.92,101.81
OCEAN,Months,2025-07-02,TD25,2027-10-01,21.92,101.81
OCEAN,Months,2025-07-02,TD25,2027-11-01,21.92,101.81
OCEAN,Months,2025-07-02,TD25,2027-12-01,21.92,101.81
OCEAN,Spot,2025-07-03,TD3C,2025-07-01,10.2249,47.4
OCEAN,Balmo,2025-07-03,TD3C,2025-07-01,10.6,49.12
OCEAN,Months,2025-07-03,TD3C,2025-07-01,10.57,49.0
OCEAN,Months,2025-07-03,TD3C,2025-08-01,11.22,52.0
OCEAN,Months,2025-07-03,TD3C,2025-09-01,11.98,55.5
OCEAN,Spot,2025-07-03,TD20,2025-07-01,13.9621,82.22
OCEAN,Balmo,2025-07-03,TD20,2025-07-01,13.58,79.97
OCEAN,Months,2025-07-03,TD20,2025-07-01,13.67,80.5
OCEAN,Months,2025-07-03,TD20,2025-08-01,12.23,72.0
OCEAN,Months,2025-07-03,TD20,2025-09-01,12.4,73.0
OCEAN,Spot,2025-07-03,TD22,2025-07-01,25.93,7.0
OCEAN,Balmo,2025-07-03,TD22,2025-07-01,27.3684,7.3895
OCEAN,Months,2025-07-03,TD22,2025-07-01,27.2222,7.35
OCEAN,Months,2025-07-03,TD22,2025-08-01,26.2963,7.1
OCEAN,Months,2025-07-03,TD22,2025-09-01,25.9259,7.0
OCEAN,Spot,2025-07-03,TD25,2025-07-01,29.77,138.27
OCEAN,Balmo,2025-07-03,TD25,2025-07-01,27.54,127.91
OCEAN,Months,2025-07-03,TD25,2025-07-01,27.72,128.77
OCEAN,Months,2025-07-03,TD25,2025-08-01,25.68,119.27
OCEAN,Months,2025-07-03,TD25,2025-09-01,25.14,116.77
OCEAN,Months,2025-07-03,TD3C,2025-10-01,13.38,62.0
OCEAN,Months,2025-07-03,TD3C,2025-11-01,13.38,62.0
OCEAN,Months,2025-07-03,TD3C,2025-12-01,13.38,62.0
OCEAN,Months,2025-07-03,TD3C,2026-01-01,12.5,57.92
OCEAN,Months,2025-07-03,TD3C,2026-02-01,12.5,57.92
OCEAN,Months,2025-07-03,TD3C,2026-03-01,12.5,57.92
OCEAN,Months,2025-07-03,TD3C,2026-04-01,11.75,54.45
OCEAN,Months,2025-07-03,TD3C,2026-05-01,11.75,54.45
OCEAN,Months,2025-07-03,TD3C,2026-06-01,11.75,54.45
OCEAN,Months,2025-07-03,TD20,2025-10-01,14.6,86.0
OCEAN,Months,2025-07-03,TD20,2025-11-01,14.6,86.0
OCEAN,Months,2025-07-03,TD20,2025-12-01,14.6,86.0
OCEAN,Months,2025-07-03,TD20,2026-01-01,13.85,81.57
OCEAN,Months,2025-07-03,TD20,2026-02-01,13.85,81.57
OCEAN,Months,2025-07-03,TD20,2026-03-01,13.85,81.57
OCEAN,Months,2025-07-03,TD20,2026-04-01,11.55,68.02
OCEAN,Months,2025-07-03,TD20,2026-05-01,11.55,68.02
OCEAN,Months,2025-07-03,TD20,2026-06-01,11.55,68.02
OCEAN,Months,2025-07-03,TD22,2025-10-01,29.6296,8.0
OCEAN,Months,2025-07-03,TD22,2025-11-01,29.6296,8.0
OCEAN,Months,2025-07-03,TD22,2025-12-01,29.6296,8.0
OCEAN,Months,2025-07-03,TD22,2026-01-01,26.8519,7.25
OCEAN,Months,2025-07-03,TD22,2026-02-01,26.8519,7.25
OCEAN,Months,2025-07-03,TD22,2026-03-01,26.8519,7.25
OCEAN,Months,2025-07-03,TD22,2026-04-01,25.5556,6.9
OCEAN,Months,2025-07-03,TD22,2026-05-01,25.5556,6.9
OCEAN,Months,2025-07-03,TD22,2026-06-01,25.5556,6.9
OCEAN,Months,2025-07-03,TD25,2025-10-01,27.72,128.77
OCEAN,Months,2025-07-03,TD25,2025-11-01,27.72,128.77
OCEAN,Months,2025-07-03,TD25,2025-12-01,27.72,128.77
OCEAN,Months,2025-07-03,TD25,2026-01-01,24.66,114.54
OCEAN,Months,2025-07-03,TD25,2026-02-01,24.66,114.54
OCEAN,Months,2025-07-03,TD25,2026-03-01,24.66,114.54
OCEAN,Months,2025-07-03,TD25,2026-04-01,22.76,105.71
OCEAN,Months,2025-07-03,TD25,2026-05-01,22.76,105.71
OCEAN,Months,2025-07-03,TD25,2026-06-01,22.76,105.71
OCEAN,Months,2025-07-03,TD3C,2026-07-01,11.5,53.29
OCEAN,Months,2025-07-03,TD3C,2026-08-01,11.5,53.29
OCEAN,Months,2025-07-03,TD3C,2026-09-01,11.5,53.29
OCEAN,Months,2025-07-03,TD3C,2026-10-01,11.5,53.29
OCEAN,Months,2025-07-03,TD3C,2026-11-01,11.5,53.29
OCEAN,Months,2025-07-03,TD3C,2026-12-01,11.5,53.29
OCEAN,Months,2025-07-03,TD3C,2027-01-01,10.6,49.12
OCEAN,Months,2025-07-03,TD3C,2027-02-01,10.6,49.12
OCEAN,Months,2025-07-03,TD3C,2027-03-01,10.6,49.12
OCEAN,Months,2025-07-03,TD3C,2027-04-01,10.6,49.12
OCEAN,Months,2025-07-03,TD3C,2027-05-01,10.6,49.12
OCEAN,Months,2025-07-03,TD3C,2027-06-01,10.6,49.12
OCEAN,Months,2025-07-03,TD3C,2027-07-01,10.6,49.12
OCEAN,Months,2025-07-03,TD3C,2027-08-01,10.6,49.12
OCEAN,Months,2025-07-03,TD3C,2027-09-01,10.6,49.12
OCEAN,Months,2025-07-03,TD3C,2027-10-01,10.6,49.12
OCEAN,Months,2025-07-03,TD3C,2027-11-01,10.6,49.12
OCEAN,Months,2025-07-03,TD3C,2027-12-01,10.6,49.12
OCEAN,Months,2025-07-03,TD20,2026-07-01,11.7,68.9
OCEAN,Months,2025-07-03,TD20,2026-08-01,11.7,68.9
OCEAN,Months,2025-07-03,TD20,2026-09-01,11.7,68.9
OCEAN,Months,2025-07-03,TD20,2026-10-01,11.7,68.9
OCEAN,Months,2025-07-03,TD20,2026-11-01,11.7,68.9
OCEAN,Months,2025-07-03,TD20,2026-12-01,11.7,68.9
OCEAN,Months,2025-07-03,TD20,2027-01-01,11.0,64.78
OCEAN,Months,2025-07-03,TD20,2027-02-01,11.0,64.78
OCEAN,Months,2025-07-03,TD20,2027-03-01,11.0,64.78
OCEAN,Months,2025-07-03,TD20,2027-04-01,11.0,64.78
OCEAN,Months,2025-07-03,TD20,2027-05-01,11.0,64.78
OCEAN,Months,2025-07-03,TD20,2027-06-01,11.0,64.78
OCEAN,Months,2025-07-03,TD20,2027-07-01,11.0,64.78
OCEAN,Months,2025-07-03,TD20,2027-08-01,11.0,64.78
OCEAN,Months,2025-07-03,TD20,2027-09-01,11.0,64.78
OCEAN,Months,2025-07-03,TD20,2027-10-01,11.0,64.78
OCEAN,Months,2025-07-03,TD20,2027-11-01,11.0,64.78
OCEAN,Months,2025-07-03,TD20,2027-12-01,11.0,64.78
OCEAN,Months,2025-07-03,TD22,2026-07-01,25.9259,7.0
OCEAN,Months,2025-07-03,TD22,2026-08-01,25.9259,7.0
OCEAN,Months,2025-07-03,TD22,2026-09-01,25.9259,7.0
OCEAN,Months,2025-07-03,TD22,2026-10-01,25.9259,7.0
OCEAN,Months,2025-07-03,TD22,2026-11-01,25.9259,7.0
OCEAN,Months,2025-07-03,TD22,2026-12-01,25.9259,7.0
OCEAN,Months,2025-07-03,TD22,2027-01-01,24.4444,6.6
OCEAN,Months,2025-07-03,TD22,2027-02-01,24.4444,6.6
OCEAN,Months,2025-07-03,TD22,2027-03-01,24.4444,6.6
OCEAN,Months,2025-07-03,TD22,2027-04-01,24.4444,6.6
OCEAN,Months,2025-07-03,TD22,2027-05-01,24.4444,6.6
OCEAN,Months,2025-07-03,TD22,2027-06-01,24.4444,6.6
OCEAN,Months,2025-07-03,TD22,2027-07-01,24.4444,6.6
OCEAN,Months,2025-07-03,TD22,2027-08-01,24.4444,6.6
OCEAN,Months,2025-07-03,TD22,2027-09-01,24.4444,6.6
OCEAN,Months,2025-07-03,TD22,2027-10-01,24.4444,6.6
OCEAN,Months,2025-07-03,TD22,2027-11-01,24.4444,6.6
OCEAN,Months,2025-07-03,TD22,2027-12-01,24.4444,6.6
OCEAN,Months,2025-07-03,TD25,2026-07-01,22.61,105.02
OCEAN,Months,2025-07-03,TD25,2026-08-01,22.61,105.02
OCEAN,Months,2025-07-03,TD25,2026-09-01,22.61,105.02
OCEAN,Months,2025-07-03,TD25,2026-10-01,22.61,105.02
OCEAN,Months,2025-07-03,TD25,2026-11-01,22.61,105.02
OCEAN,Months,2025-07-03,TD25,2026-12-01,22.61,105.02
